ID,CLIENT_ID,ACCOUNT_ID,PRODUCT_ID,CHANNEL_ID,SECTOR_ID,AMOUNT,CURRENCY,DATE_TIME,TRANSACTION_TYPE
T13907,CL0141,AC06,P04,CH04,BK01,-1410177.85,USD,2024-05-21T22:32:04,Transfer
T13908,CL0180,AC02,P06,CH04,BK01,-839928.97,USD,2024-05-21T22:52:45,Withdrawal
T13909,CL0158,AC03,P01,CH06,BK07,-606200.27,USD,2024-05-21T23:32:41,Loan Payment
T13910,CL0081,AC03,P01,CH01,BK07,-480374.34,USD,2024-05-22T00:23:55,Mobile Transfer
T13911,CL0073,AC05,P04,CH04,BK01,298886.62,USD,2024-05-22T01:38:12,Deposit
T13912,CL0133,AC01,P04,CH04,BK07,2484059.02,USD,2024-05-22T02:43:13,Card Payment
T13913,CL0081,AC04,P11,CH02,BK01,590745.21,USD,2024-05-22T02:43:57,Deposit
T13914,CL0017,AC04,P08,CH06,BK04,841915.65,USD,2024-05-22T02:44:37,Transfer
T13915,CL0209,AC04,P05,CH04,BK03,901092.06,USD,2024-05-22T03:16:41,Transfer
T13916,CL0079,AC06,P10,CH06,BK02,-1156698.07,USD,2024-05-22T04:27:49,Card Payment
T13917,CL0034,AC05,P03,CH06,BK02,259747.62,USD,2024-05-22T05:06:23,Transfer
T13918,CL0193,AC04,P04,CH05,BK05,553457.78,USD,2024-05-22T05:44:25,Deposit
T13919,CL0095,AC05,P06,CH05,BK05,292857.56,USD,2024-05-22T06:06:56,Mobile Transfer
T13920,CL0220,AC03,P08,CH03,BK06,-556547.62,USD,2024-05-22T06:30:16,Transfer
T13921,CL0189,AC01,P06,CH05,BK02,3735008.91,USD,2024-05-22T06:31:53,Deposit
T13922,CL0186,AC06,P06,CH06,BK03,-1635891.44,USD,2024-05-22T08:33:24,Foreign Exchange
T13923,CL0080,AC05,P11,CH06,BK05,278267.24,USD,2024-05-22T10:01:30,Commission Charge
T13924,CL0026,AC06,P07,CH03,BK05,-1397454.04,USD,2024-05-22T11:14:55,Card Payment
T13925,CL0216,AC05,P05,CH05,BK02,191847.23,USD,2024-05-22T11:49:21,Mobile Transfer
T13926,CL0015,AC05,P01,CH01,BK01,268453.03,USD,2024-05-22T12:03:20,Interest Payment
T13927,CL0119,AC01,P09,CH01,BK02,2538806.03,USD,2024-05-22T12:13:09,Transfer
T13928,CL0089,AC07,P09,CH02,BK06,62425.63,USD,2024-05-22T12:43:59,Loan Payment
T13929,CL0102,AC08,P07,CH01,BK04,-392486.59,USD,2024-05-22T13:27:42,Card Payment
T13930,CL0038,AC04,P09,CH03,BK06,608604.04,USD,2024-05-22T13:40:35,Foreign Exchange
T13931,CL0043,AC01,P10,CH02,BK04,3596045.08,USD,2024-05-22T14:19:09,Commission Charge
T13932,CL0208,AC08,P07,CH01,BK04,-357741.88,USD,2024-05-22T16:09:57,Transfer
T13933,CL0224,AC07,P07,CH03,BK07,60270.43,USD,2024-05-22T16:15:22,Foreign Exchange
T13934,CL0237,AC04,P01,CH02,BK03,622765.07,USD,2024-05-22T17:01:35,Deposit
T13935,CL0067,AC08,P01,CH05,BK03,-356182.75,USD,2024-05-22T17:24:14,Card Payment
T13936,CL0237,AC04,P06,CH01,BK06,656674.33,USD,2024-05-22T17:32:03,Card Payment
T13937,CL0071,AC02,P03,CH01,BK03,-875914.51,USD,2024-05-22T17:53:11,Interest Payment
T13938,CL0129,AC04,P03,CH06,BK01,873507.67,USD,2024-05-22T21:28:53,Mobile Transfer
T13939,CL0104,AC07,P04,CH05,BK06,57893.2,USD,2024-05-23T01:22:02,ATM Withdrawal
T13940,CL0002,AC03,P04,CH03,BK03,-506036,USD,2024-05-23T01:41:26,Foreign Exchange
T13941,CL0086,AC01,P02,CH06,BK05,3763557.92,USD,2024-05-23T02:14:29,Card Payment
T13942,CL0033,AC07,P10,CH04,BK06,69181.19,USD,2024-05-23T04:14:09,Card Payment
T13943,CL0156,AC07,P08,CH05,BK01,51357.31,USD,2024-05-23T04:55:55,Foreign Exchange
T13944,CL0171,AC08,P08,CH04,BK06,-294756,USD,2024-05-23T06:11:22,Transfer
T13945,CL0022,AC02,P02,CH05,BK02,-864714.11,USD,2024-05-23T06:45:32,Foreign Exchange
T13946,CL0167,AC06,P04,CH04,BK05,-1680772.47,USD,2024-05-23T06:47:21,Deposit
T13947,CL0031,AC05,P10,CH04,BK03,200874.43,USD,2024-05-23T07:20:57,Commission Charge
T13948,CL0149,AC07,P06,CH04,BK04,67525.43,USD,2024-05-23T07:41:02,Deposit
T13949,CL0010,AC05,P02,CH04,BK05,256807.19,USD,2024-05-23T09:20:06,Deposit
T13950,CL0134,AC02,P01,CH03,BK07,-666980.1,USD,2024-05-23T09:51:29,Commission Charge
T13951,CL0025,AC05,P09,CH04,BK06,200470.6,USD,2024-05-23T09:55:49,Foreign Exchange
T13952,CL0231,AC06,P06,CH01,BK04,-1167957.15,USD,2024-05-23T10:28:31,Foreign Exchange
T13953,CL0249,AC02,P11,CH05,BK06,-828975.54,USD,2024-05-23T10:35:52,Transfer
T13954,CL0154,AC08,P01,CH01,BK07,-420396.43,USD,2024-05-23T11:15:14,Withdrawal
T13955,CL0083,AC03,P06,CH01,BK02,-475349.04,USD,2024-05-23T11:25:20,ATM Withdrawal
T13956,CL0041,AC01,P10,CH03,BK01,3089869.21,USD,2024-05-23T12:53:38,Deposit
T13957,CL0230,AC03,P03,CH02,BK04,-564422.07,USD,2024-05-23T13:24:37,Mobile Transfer
T13958,CL0159,AC01,P01,CH03,BK01,3048114.21,USD,2024-05-23T14:46:11,Loan Payment
T13959,CL0087,AC03,P07,CH02,BK03,-691296.69,USD,2024-05-23T15:15:34,Commission Charge
T13960,CL0059,AC04,P09,CH06,BK06,823879.59,USD,2024-05-23T15:45:33,Foreign Exchange
T13961,CL0055,AC03,P06,CH01,BK01,-583818.39,USD,2024-05-23T18:16:36,Deposit
T13962,CL0130,AC06,P07,CH03,BK06,-1557353.58,USD,2024-05-23T18:40:42,ATM Withdrawal
T13963,CL0058,AC04,P03,CH04,BK02,723929.12,USD,2024-05-23T18:48:51,Foreign Exchange
T13964,CL0238,AC02,P10,CH05,BK07,-790355.25,USD,2024-05-23T19:20:14,Interest Payment
T13965,CL0101,AC05,P02,CH02,BK06,227239.91,USD,2024-05-23T20:41:12,Interest Payment
T13966,CL0009,AC01,P09,CH06,BK03,2514205.14,USD,2024-05-23T21:12:58,Card Payment
T13967,CL0041,AC04,P04,CH02,BK05,594391.88,USD,2024-05-23T23:58:06,Transfer
T13968,CL0138,AC05,P03,CH02,BK01,227411.74,USD,2024-05-24T00:14:02,Transfer
T13969,CL0237,AC02,P06,CH03,BK02,-876160.97,USD,2024-05-24T00:58:51,Card Payment
T13970,CL0186,AC05,P08,CH06,BK07,250394.11,USD,2024-05-24T02:59:31,Card Payment
T13971,CL0126,AC05,P10,CH06,BK07,230920.59,USD,2024-05-24T04:25:03,Withdrawal
T13972,CL0143,AC07,P09,CH01,BK06,45252.97,USD,2024-05-24T04:38:07,Foreign Exchange
T13973,CL0245,AC02,P01,CH02,BK06,-588149.52,USD,2024-05-24T04:58:52,Mobile Transfer
T13974,CL0192,AC03,P02,CH05,BK07,-516134.36,USD,2024-05-24T05:26:48,Interest Payment
T13975,CL0023,AC08,P05,CH01,BK07,-291840.06,USD,2024-05-24T05:42:38,Card Payment
T13976,CL0192,AC02,P07,CH05,BK02,-607166.46,USD,2024-05-24T05:47:41,Withdrawal
T13977,CL0237,AC05,P06,CH04,BK06,269543.77,USD,2024-05-24T06:00:43,Foreign Exchange
T13978,CL0052,AC04,P10,CH01,BK04,826586.04,USD,2024-05-24T06:01:32,Deposit
T13979,CL0243,AC03,P03,CH02,BK02,-494124.67,USD,2024-05-24T07:08:41,Commission Charge
T13980,CL0049,AC05,P07,CH05,BK05,301504.38,USD,2024-05-24T07:45:07,Deposit
T13981,CL0198,AC05,P08,CH05,BK07,224260.11,USD,2024-05-24T07:55:52,ATM Withdrawal
T13982,CL0150,AC08,P04,CH04,BK01,-413967.03,USD,2024-05-24T08:03:28,Deposit
T13983,CL0011,AC03,P05,CH02,BK01,-504969.65,USD,2024-05-24T08:09:08,Interest Payment
T13984,CL0050,AC03,P08,CH03,BK03,-667162.01,USD,2024-05-24T08:40:19,Deposit
T13985,CL0183,AC04,P09,CH03,BK04,886499.04,USD,2024-05-24T09:06:20,Deposit
T13986,CL0066,AC07,P01,CH01,BK06,46588.66,USD,2024-05-24T09:40:41,Withdrawal
T13987,CL0236,AC04,P05,CH02,BK06,855150.52,USD,2024-05-24T09:46:46,Withdrawal
T13988,CL0234,AC04,P01,CH01,BK07,771799.97,USD,2024-05-24T10:24:29,Loan Payment
T13989,CL0072,AC04,P02,CH03,BK04,667977.06,USD,2024-05-24T10:59:52,Interest Payment
T13990,CL0172,AC01,P04,CH01,BK04,2510079.48,USD,2024-05-24T11:46:16,ATM Withdrawal
T13991,CL0198,AC08,P06,CH02,BK04,-309737,USD,2024-05-24T13:00:48,ATM Withdrawal
T13992,CL0224,AC01,P07,CH03,BK04,3684926.76,USD,2024-05-24T13:11:31,Card Payment
T13993,CL0158,AC07,P01,CH05,BK02,46055.93,USD,2024-05-24T14:35:13,Loan Payment
T13994,CL0099,AC06,P11,CH05,BK06,-1405749.16,USD,2024-05-24T14:39:30,Mobile Transfer
T13995,CL0067,AC04,P10,CH01,BK01,843248.62,USD,2024-05-24T16:05:13,Commission Charge
T13996,CL0192,AC01,P06,CH03,BK05,3328805.05,USD,2024-05-24T17:06:08,Interest Payment
T13997,CL0097,AC08,P01,CH04,BK01,-379963.06,USD,2024-05-24T18:31:23,Card Payment
T13998,CL0231,AC04,P04,CH04,BK07,853021.51,USD,2024-05-24T19:24:27,Deposit
T13999,CL0162,AC05,P04,CH05,BK07,311254.07,USD,2024-05-24T19:50:32,Transfer
T14000,CL0186,AC06,P04,CH04,BK06,-1581304.29,USD,2024-05-24T20:01:43,Deposit
T14001,CL0139,AC04,P03,CH01,BK02,613468.48,USD,2024-05-24T21:16:28,Deposit
T14002,CL0194,AC06,P02,CH06,BK02,-1635567.84,USD,2024-05-24T21:31:30,Foreign Exchange
T14003,CL0011,AC08,P11,CH05,BK05,-355960.03,USD,2024-05-24T21:33:57,Commission Charge
T14004,CL0066,AC03,P09,CH01,BK06,-640858.9,USD,2024-05-24T22:12:10,Card Payment
T14005,CL0120,AC01,P01,CH01,BK02,3821556.58,USD,2024-05-24T23:25:57,Foreign Exchange
T14006,CL0176,AC06,P10,CH01,BK02,-1383922.61,USD,2024-05-25T00:38:53,Deposit
T14007,CL0003,AC01,P09,CH02,BK05,2981273.48,USD,2024-05-25T00:41:54,Interest Payment
T14008,CL0146,AC04,P06,CH03,BK01,899805.65,USD,2024-05-25T02:10:37,Card Payment
T14009,CL0004,AC06,P05,CH02,BK04,-1080823.24,USD,2024-05-25T03:26:04,Mobile Transfer
T14010,CL0196,AC01,P02,CH04,BK06,3090086.46,USD,2024-05-25T03:57:42,Transfer
T14011,CL0181,AC06,P04,CH03,BK06,-1510502.76,USD,2024-05-25T04:18:48,Mobile Transfer
T14012,CL0189,AC03,P10,CH05,BK02,-546164.38,USD,2024-05-25T05:14:10,Transfer
T14013,CL0045,AC05,P03,CH05,BK01,311983.88,USD,2024-05-25T06:22:18,Card Payment
T14014,CL0170,AC03,P04,CH03,BK06,-489132.06,USD,2024-05-25T07:10:13,Withdrawal
T14015,CL0151,AC07,P05,CH04,BK02,49580.02,USD,2024-05-25T07:48:17,Deposit
T14016,CL0003,AC05,P11,CH06,BK02,296662.39,USD,2024-05-25T08:09:24,Loan Payment
T14017,CL0168,AC03,P10,CH01,BK04,-550992.77,USD,2024-05-25T08:12:15,Card Payment
T14018,CL0015,AC02,P05,CH01,BK07,-800650.78,USD,2024-05-25T11:05:12,Transfer
T14019,CL0030,AC04,P11,CH06,BK06,657054.93,USD,2024-05-25T11:12:56,Commission Charge
T14020,CL0165,AC01,P05,CH05,BK07,3718464.4,USD,2024-05-25T11:17:41,Card Payment
T14021,CL0202,AC04,P08,CH03,BK02,817091.59,USD,2024-05-25T12:02:36,Commission Charge
T14022,CL0123,AC01,P05,CH04,BK03,3414567.77,USD,2024-05-25T13:05:51,Loan Payment
T14023,CL0026,AC05,P08,CH03,BK04,220358.1,USD,2024-05-25T14:03:43,Loan Payment
T14024,CL0129,AC05,P10,CH03,BK02,223611.84,USD,2024-05-25T14:34:05,ATM Withdrawal
T14025,CL0045,AC02,P01,CH03,BK04,-724174.46,USD,2024-05-25T16:08:55,Foreign Exchange
T14026,CL0029,AC03,P09,CH04,BK04,-568448.09,USD,2024-05-25T16:44:56,Commission Charge
T14027,CL0007,AC05,P08,CH05,BK06,212912.64,USD,2024-05-25T17:49:04,Card Payment
T14028,CL0146,AC06,P11,CH06,BK02,-1284811.57,USD,2024-05-25T18:08:55,Foreign Exchange
T14029,CL0027,AC05,P02,CH02,BK04,189637.65,USD,2024-05-25T21:13:56,Mobile Transfer
T14030,CL0216,AC05,P11,CH01,BK06,297628.39,USD,2024-05-25T22:32:00,Commission Charge
T14031,CL0020,AC01,P03,CH06,BK06,3484834.68,USD,2024-05-26T00:50:59,Interest Payment
T14032,CL0017,AC01,P07,CH05,BK04,3491979.83,USD,2024-05-26T01:05:18,Transfer
T14033,CL0142,AC07,P05,CH02,BK03,53717.49,USD,2024-05-26T02:53:33,Loan Payment
T14034,CL0250,AC05,P05,CH04,BK02,231246.21,USD,2024-05-26T03:02:43,Foreign Exchange
T14035,CL0217,AC01,P02,CH05,BK04,3024198.99,USD,2024-05-26T03:25:17,Interest Payment
T14036,CL0089,AC02,P11,CH05,BK01,-643759.53,USD,2024-05-26T04:40:22,Loan Payment
T14037,CL0084,AC08,P03,CH03,BK02,-444661.24,USD,2024-05-26T04:48:21,Mobile Transfer
T14038,CL0010,AC03,P01,CH06,BK06,-487052.88,USD,2024-05-26T07:04:50,ATM Withdrawal
T14039,CL0087,AC03,P10,CH02,BK04,-570364.63,USD,2024-05-26T08:18:06,Foreign Exchange
T14040,CL0139,AC08,P02,CH04,BK05,-297951.08,USD,2024-05-26T08:27:59,Interest Payment
T14041,CL0009,AC01,P08,CH02,BK07,3404922.05,USD,2024-05-26T09:19:13,Transfer
T14042,CL0089,AC02,P06,CH06,BK07,-759752.72,USD,2024-05-26T10:00:43,Interest Payment
T14043,CL0220,AC08,P09,CH06,BK07,-393261.54,USD,2024-05-26T10:18:10,ATM Withdrawal
T14044,CL0117,AC06,P04,CH06,BK02,-1112386.74,USD,2024-05-26T10:30:23,Withdrawal
T14045,CL0249,AC03,P06,CH06,BK03,-687531.08,USD,2024-05-26T10:42:19,ATM Withdrawal
T14046,CL0006,AC03,P01,CH02,BK01,-659109.03,USD,2024-05-26T12:17:36,Deposit
T14047,CL0080,AC03,P11,CH02,BK06,-565809.53,USD,2024-05-26T13:55:01,Withdrawal
T14048,CL0188,AC03,P08,CH02,BK01,-517993.55,USD,2024-05-26T15:34:10,Card Payment
T14049,CL0112,AC06,P11,CH05,BK04,-1357240.37,USD,2024-05-26T15:45:29,Commission Charge
T14050,CL0179,AC06,P10,CH02,BK02,-1138266.65,USD,2024-05-26T17:10:39,Mobile Transfer
T14051,CL0120,AC08,P01,CH06,BK06,-327290.96,USD,2024-05-26T17:50:25,ATM Withdrawal
T14052,CL0156,AC08,P08,CH06,BK03,-315432.83,USD,2024-05-26T17:50:51,Withdrawal
T14053,CL0083,AC07,P06,CH04,BK06,47033.81,USD,2024-05-26T18:47:17,Deposit
T14054,CL0077,AC02,P10,CH05,BK04,-841495.22,USD,2024-05-26T18:55:12,Mobile Transfer
T14055,CL0148,AC07,P06,CH04,BK06,60392.73,USD,2024-05-26T19:26:48,Mobile Transfer
T14056,CL0124,AC05,P05,CH02,BK01,272773.47,USD,2024-05-26T19:29:33,Commission Charge
T14057,CL0019,AC04,P11,CH04,BK01,711206.16,USD,2024-05-26T20:42:32,Transfer
T14058,CL0075,AC06,P11,CH02,BK06,-1264870.19,USD,2024-05-26T20:58:48,Loan Payment
T14059,CL0176,AC03,P10,CH01,BK07,-555367.28,USD,2024-05-26T22:53:23,Transfer
T14060,CL0236,AC02,P01,CH02,BK01,-780873.38,USD,2024-05-26T23:48:44,Card Payment
T14061,CL0096,AC02,P06,CH05,BK07,-617890.09,USD,2024-05-27T00:01:43,Deposit
T14062,CL0005,AC02,P04,CH06,BK03,-714068.51,USD,2024-05-27T00:55:56,Loan Payment
T14063,CL0109,AC01,P09,CH06,BK04,3459213.16,USD,2024-05-27T02:52:47,Foreign Exchange
T14064,CL0179,AC04,P06,CH03,BK04,856922.77,USD,2024-05-27T02:53:17,Card Payment
T14065,CL0033,AC05,P05,CH03,BK01,238853.22,USD,2024-05-27T03:56:31,Foreign Exchange
T14066,CL0039,AC08,P09,CH05,BK06,-464419.59,USD,2024-05-27T04:07:19,Deposit
T14067,CL0092,AC07,P01,CH03,BK06,72153.8,USD,2024-05-27T04:12:04,Withdrawal
T14068,CL0084,AC05,P07,CH01,BK06,302284.11,USD,2024-05-27T06:34:24,Deposit
T14069,CL0226,AC06,P03,CH02,BK04,-1474171.78,USD,2024-05-27T06:39:38,Interest Payment
T14070,CL0072,AC01,P02,CH01,BK05,3840939,USD,2024-05-27T09:32:46,Commission Charge
T14071,CL0177,AC07,P02,CH02,BK01,63155.35,USD,2024-05-27T10:30:04,Deposit
T14072,CL0162,AC02,P04,CH05,BK05,-904517.68,USD,2024-05-27T13:24:11,Loan Payment
T14073,CL0097,AC03,P11,CH03,BK04,-568661.97,USD,2024-05-27T14:20:07,ATM Withdrawal
T14074,CL0044,AC02,P06,CH04,BK02,-671051.57,USD,2024-05-27T15:24:13,Deposit
T14075,CL0197,AC08,P01,CH03,BK06,-442065.58,USD,2024-05-27T15:28:44,ATM Withdrawal
T14076,CL0156,AC06,P11,CH05,BK02,-1338418.44,USD,2024-05-27T15:33:51,Card Payment
T14077,CL0003,AC04,P01,CH01,BK01,624817.97,USD,2024-05-27T17:13:16,Foreign Exchange
T14078,CL0123,AC06,P03,CH01,BK02,-1608233.64,USD,2024-05-27T17:29:52,ATM Withdrawal
T14079,CL0030,AC08,P05,CH05,BK06,-410457.17,USD,2024-05-27T17:34:04,Commission Charge
T14080,CL0214,AC07,P07,CH04,BK02,70937.76,USD,2024-05-27T18:00:05,ATM Withdrawal
T14081,CL0053,AC08,P02,CH01,BK02,-435251.85,USD,2024-05-27T18:02:11,Withdrawal
T14082,CL0149,AC05,P06,CH02,BK03,306102.62,USD,2024-05-27T18:51:16,Card Payment
T14083,CL0154,AC04,P04,CH03,BK05,554115.43,USD,2024-05-27T19:33:12,ATM Withdrawal
T14084,CL0010,AC05,P10,CH02,BK04,244949.33,USD,2024-05-27T19:34:23,Loan Payment
T14085,CL0064,AC04,P08,CH06,BK06,746379.2,USD,2024-05-27T19:58:49,Foreign Exchange
T14086,CL0189,AC08,P11,CH03,BK01,-397457.61,USD,2024-05-27T20:23:42,Commission Charge
T14087,CL0004,AC06,P08,CH02,BK01,-1244538.66,USD,2024-05-27T20:48:20,Withdrawal
T14088,CL0200,AC06,P03,CH01,BK03,-1186600,USD,2024-05-27T20:50:24,Withdrawal
T14089,CL0002,AC05,P04,CH01,BK06,212820.9,USD,2024-05-27T23:21:08,Transfer
T14090,CL0213,AC07,P04,CH01,BK06,70738.99,USD,2024-05-27T23:21:20,Loan Payment
T14091,CL0074,AC06,P01,CH02,BK06,-1242933.78,USD,2024-05-28T00:09:36,Mobile Transfer
T14092,CL0170,AC01,P06,CH03,BK07,3150025.9,USD,2024-05-28T00:41:14,Interest Payment
T14093,CL0160,AC03,P07,CH05,BK01,-605949.2,USD,2024-05-28T00:42:52,Card Payment
T14094,CL0111,AC08,P08,CH03,BK01,-391681.33,USD,2024-05-28T00:44:52,Card Payment
T14095,CL0097,AC04,P03,CH06,BK01,632997.16,USD,2024-05-28T01:47:47,Card Payment
T14096,CL0134,AC01,P08,CH03,BK06,3724470.63,USD,2024-05-28T01:52:40,Foreign Exchange
T14097,CL0094,AC01,P03,CH06,BK01,3594092.11,USD,2024-05-28T02:02:35,Card Payment
T14098,CL0070,AC06,P09,CH01,BK06,-1040836.24,USD,2024-05-28T02:50:26,Transfer
T14099,CL0144,AC01,P03,CH02,BK02,3408272.5,USD,2024-05-28T02:52:48,Card Payment
T14100,CL0223,AC01,P08,CH03,BK01,2945303.74,USD,2024-05-28T06:11:01,Deposit
T14101,CL0033,AC02,P01,CH06,BK05,-689249.64,USD,2024-05-28T06:13:45,Card Payment
T14102,CL0168,AC06,P04,CH03,BK05,-1424922.1,USD,2024-05-28T08:11:31,Withdrawal
T14103,CL0102,AC01,P10,CH04,BK04,2712958.25,USD,2024-05-28T08:49:34,Mobile Transfer
T14104,CL0226,AC05,P08,CH04,BK04,267098.93,USD,2024-05-28T10:24:58,Transfer
T14105,CL0165,AC05,P11,CH06,BK07,262973.76,USD,2024-05-28T12:29:27,Interest Payment
T14106,CL0150,AC01,P03,CH02,BK07,3208198.22,USD,2024-05-28T13:41:43,Withdrawal
T14107,CL0153,AC02,P07,CH06,BK04,-913550.64,USD,2024-05-28T13:47:11,Mobile Transfer
T14108,CL0025,AC03,P10,CH04,BK06,-625872.62,USD,2024-05-28T16:08:22,Loan Payment
T14109,CL0066,AC08,P01,CH06,BK06,-340572.13,USD,2024-05-28T16:21:16,Foreign Exchange
T14110,CL0017,AC01,P01,CH04,BK02,2351305.23,USD,2024-05-28T17:07:36,Loan Payment
T14111,CL0075,AC07,P03,CH04,BK03,48341.14,USD,2024-05-28T18:30:44,Deposit
T14112,CL0027,AC05,P08,CH03,BK03,190187.65,USD,2024-05-28T18:47:06,Mobile Transfer
T14113,CL0091,AC03,P04,CH05,BK01,-512837.5,USD,2024-05-28T19:09:55,Commission Charge
T14114,CL0182,AC01,P08,CH06,BK01,2504565.4,USD,2024-05-28T22:51:39,Interest Payment
T14115,CL0082,AC07,P02,CH01,BK07,67042.45,USD,2024-06-01T00:29:33,Foreign Exchange
T14116,CL0238,AC01,P09,CH04,BK07,3043998.78,USD,2024-06-01T01:36:06,Interest Payment
T14117,CL0121,AC03,P04,CH06,BK07,-604607.17,USD,2024-06-01T02:02:38,Transfer
T14118,CL0066,AC06,P11,CH06,BK01,-1655586.04,USD,2024-06-01T02:14:14,Card Payment
T14119,CL0036,AC02,P04,CH06,BK03,-674973.94,USD,2024-06-01T04:45:48,Commission Charge
T14120,CL0191,AC06,P05,CH06,BK01,-1422993.23,USD,2024-06-01T06:10:17,Deposit
T14121,CL0202,AC02,P07,CH06,BK03,-581525.2,USD,2024-06-01T06:49:53,Commission Charge
T14122,CL0107,AC03,P06,CH04,BK05,-565659.93,USD,2024-06-01T07:07:58,Deposit
T14123,CL0043,AC04,P11,CH02,BK02,810587.01,USD,2024-06-01T07:52:12,ATM Withdrawal
T14124,CL0221,AC05,P10,CH02,BK07,268340.46,USD,2024-06-01T08:07:16,Card Payment
T14125,CL0143,AC01,P08,CH04,BK02,3540696.24,USD,2024-06-01T09:56:35,Foreign Exchange
T14126,CL0025,AC07,P01,CH05,BK01,63064.86,USD,2024-06-01T10:34:09,Foreign Exchange
T14127,CL0021,AC08,P08,CH01,BK06,-408769.76,USD,2024-06-01T11:04:14,ATM Withdrawal
T14128,CL0225,AC05,P01,CH05,BK02,212669.98,USD,2024-06-01T11:27:19,Interest Payment
T14129,CL0006,AC04,P08,CH02,BK01,621755.82,USD,2024-06-01T12:09:39,Mobile Transfer
T14130,CL0137,AC02,P02,CH06,BK03,-586844.13,USD,2024-06-01T12:15:45,Foreign Exchange
T14131,CL0137,AC07,P07,CH03,BK06,55234.61,USD,2024-06-01T12:46:22,Loan Payment
T14132,CL0044,AC05,P02,CH01,BK07,235299.47,USD,2024-06-01T13:15:16,Commission Charge
T14133,CL0025,AC05,P08,CH01,BK02,268845.08,USD,2024-06-01T14:15:17,Card Payment
T14134,CL0092,AC01,P04,CH04,BK02,2896026.85,USD,2024-06-01T14:25:22,Deposit
T14135,CL0239,AC06,P08,CH01,BK05,-1326848.68,USD,2024-06-01T14:59:43,Interest Payment
T14136,CL0185,AC02,P03,CH05,BK04,-573092.27,USD,2024-06-01T15:22:58,Interest Payment
T14137,CL0235,AC01,P08,CH03,BK06,3543426.83,USD,2024-06-01T15:27:39,Foreign Exchange
T14138,CL0172,AC02,P04,CH04,BK05,-585756.56,USD,2024-06-01T15:54:41,Card Payment
T14139,CL0244,AC06,P08,CH05,BK02,-1403460.77,USD,2024-06-01T16:12:58,Foreign Exchange
T14140,CL0050,AC06,P05,CH01,BK03,-1514467.3,USD,2024-06-01T17:36:32,Withdrawal
T14141,CL0205,AC07,P06,CH01,BK05,62242.62,USD,2024-06-01T17:38:36,Loan Payment
T14142,CL0097,AC06,P02,CH05,BK07,-1350288.57,USD,2024-06-01T18:02:40,Transfer
T14143,CL0243,AC04,P06,CH06,BK07,572470.08,USD,2024-06-01T20:05:17,ATM Withdrawal
T14144,CL0055,AC02,P05,CH05,BK06,-763935.44,USD,2024-06-01T20:10:10,Foreign Exchange
T14145,CL0010,AC04,P05,CH04,BK06,858475.8,USD,2024-06-01T20:32:21,Transfer
T14146,CL0087,AC08,P08,CH06,BK06,-321629.99,USD,2024-06-01T22:45:32,Mobile Transfer
T14147,CL0050,AC06,P09,CH01,BK05,-1630271.22,USD,2024-06-01T22:52:34,Mobile Transfer
T14148,CL0061,AC05,P02,CH04,BK03,227622.81,USD,2024-06-01T22:54:09,Deposit
T14149,CL0068,AC06,P04,CH04,BK01,-1345221.16,USD,2024-06-01T22:56:40,Foreign Exchange
T14150,CL0005,AC01,P02,CH03,BK01,2737134.68,USD,2024-06-02T00:00:29,Deposit
T14151,CL0236,AC04,P04,CH02,BK07,631944.04,USD,2024-06-02T00:51:13,Card Payment
T14152,CL0173,AC04,P05,CH06,BK03,887837.55,USD,2024-06-02T01:02:51,Transfer
T14153,CL0018,AC03,P04,CH03,BK01,-661753.26,USD,2024-06-02T01:03:55,Deposit
T14154,CL0139,AC07,P03,CH02,BK04,57711.07,USD,2024-06-02T02:12:02,Transfer
T14155,CL0175,AC05,P04,CH03,BK06,279283.07,USD,2024-06-02T02:23:15,Withdrawal
T14156,CL0055,AC06,P05,CH05,BK05,-1251326.2,USD,2024-06-02T04:51:42,Mobile Transfer
T14157,CL0168,AC06,P04,CH03,BK06,-1398425.07,USD,2024-06-02T06:10:07,Interest Payment
T14158,CL0089,AC02,P07,CH06,BK03,-632973.94,USD,2024-06-02T06:20:23,Withdrawal
T14159,CL0139,AC04,P02,CH01,BK04,702459.76,USD,2024-06-02T06:53:50,Loan Payment
T14160,CL0204,AC06,P04,CH03,BK06,-1582610.54,USD,2024-06-02T07:14:57,Foreign Exchange
T14161,CL0142,AC02,P08,CH06,BK02,-801269.01,USD,2024-06-02T07:17:05,Interest Payment
T14162,CL0145,AC03,P09,CH04,BK05,-462945.1,USD,2024-06-02T07:45:19,Mobile Transfer
T14163,CL0222,AC01,P01,CH06,BK03,3506034.01,USD,2024-06-02T08:17:23,Mobile Transfer
T14164,CL0227,AC07,P01,CH06,BK05,47140.24,USD,2024-06-02T08:50:56,Withdrawal
T14165,CL0128,AC06,P08,CH05,BK05,-1669242.39,USD,2024-06-02T09:07:34,Foreign Exchange
T14166,CL0177,AC08,P05,CH06,BK06,-317089.42,USD,2024-06-02T11:17:30,Loan Payment
T14167,CL0027,AC04,P09,CH06,BK07,865177.38,USD,2024-06-02T12:03:12,ATM Withdrawal
T14168,CL0206,AC07,P09,CH03,BK01,45432.77,USD,2024-06-02T14:51:49,Loan Payment
T14169,CL0073,AC08,P09,CH04,BK04,-466205.01,USD,2024-06-02T16:18:20,Mobile Transfer
